Close Date,Created Date,New Logo,Compagnie Region,Type,Stage,Billing Plan,Opportunity ID (18 Digit), ACV , Discount Amount , Amount , Net Amount 
4/17/17,2/9/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,80050599458461300000,42610,19200,96000,76800
3/27/17,2/14/17,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,92580976136833700000,25600,19200,96000,76800
2/16/17,2/14/17,0,North America,Partner - OnPremise Product,Closed Lost,Annual,95039469151305600000,22000,,22000,22000
8/31/17,8/10/15,1,North America,Partner - Cloud Product,Closed Won - Not Paid,Annual,14738418873640900000,54400,6400,32000,25600
5/10/16,9/29/15,0,North America,Partner - OnPremise Product,Closed Lost,,72482968938069000000,32000,,32000,32000
5/24/16,11/18/15,0,North America,Direct - OnPremise Product,Closed Lost,,34568377257110800000,31680,,31680,31680
5/19/16,8/4/15,0,North America,Direct - OnPremise Product,Closed Lost,,53217503777792700000,22000,,22000,22000
10/12/16,10/6/15,0,North America,Partner - OnPremise Product,Closed Lost,,77693056092372100000,22000,,22000,22000
10/4/16,10/9/15,0,North America,Partner - OnPremise Product,Closed Lost,,78475026958217000000,22000,,22000,22000
10/12/16,9/23/15,0,North America,Direct - OnPremise Product,Closed Lost,,88161781880890700000,75000,,75000,75000
10/4/16,12/1/15,0,North America,Partner - OnPremise Product,Closed Lost,,36925953524498700000,23000,,23000,23000
10/4/16,1/7/16,0,North America,Partner - OnPremise Product,Closed Lost,,58575249691748200000,32000,,32000,32000
5/24/16,2/2/16,0,North America,Partner - OnPremise Product,Closed Lost,,27161020452436400000,32000,,32000,32000
12/22/16,2/9/16,0,North America,Direct - OnPremise Product,Closed Lost,,35699846116256400000,32000,,32000,32000
10/4/16,2/11/16,0,North America,Direct - OnPremise Product,Closed Lost,,36520760581468800000,22000,,22000,22000
5/4/16,2/11/16,0,North America,Direct - OnPremise Product,Closed Lost,,23993451062896500000,32000,,32000,32000
4/21/16,2/22/16,0,North America,Direct - OnPremise Product,Closed Lost,,95780713070070900000,22000,,22000,22000
3/31/16,2/23/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,30111906807055600000,21667,31000,96000,65000
2/6/17,2/29/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,21782000040345800000,49000,,49000,49000
6/7/16,2/24/16,0,North America,Direct - OnPremise Product,Closed Lost,,16330378121597900000,22000,,22000,22000
10/4/16,2/25/16,0,North America,Direct - OnPremise Product,Closed Lost,,32220910470379800000,60000,,60000,60000
3/31/16,3/4/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,87556973587092200000,19200,38400,96000,57600
4/10/17,3/4/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,29834230339922600000,49000,,49000,49000
10/12/16,3/7/16,0,North America,Direct - OnPremise Product,Closed Lost,,24370912079318200000,22000,,22000,22000
9/26/16,3/7/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,41883245848773800000,29400,58800,147000,88200
10/4/16,3/9/16,0,North America,Direct - OnPremise Product,Closed Lost,,53719890324437100000,22000,,22000,22000
7/24/17,3/9/16,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,3 Years,34951111717196100000,18260,11220,66000,54780
5/12/16,3/10/16,0,North America,Direct - OnPremise Product,Closed Lost,,18829979109571600000,22000,,22000,22000
5/10/16,3/11/16,0,North America,Partner - OnPremise Product,Closed Lost,,46684761572786300000,64000,,64000,64000
3/31/16,3/14/16,0,North America,Direct - OnPremise Product,Closed Lost,,72967834727161800000,       ,,       ,       
3/31/16,3/14/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,2 Years,95362447038668700000,12200,19600,44000,24400
5/1/17,3/15/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,92532706746966900000,22000,,22000,22000
4/20/16,3/16/16,0,North America,Direct - OnPremise Product,Closed Lost,,89852446404617700000,22000,,22000,22000
6/10/16,3/17/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,90922874941574500000,15400,,46200,46200
4/21/16,3/22/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,83587631667701900000,27200,4800,32000,27200
3/29/16,3/22/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,2 Years,32669112392688700000,17600,8800,44000,35200
10/4/16,3/23/16,0,North America,Direct - OnPremise Product,Closed Lost,,22707330448767900000,32000,,32000,32000
5/3/16,3/28/16,0,North America,Direct - OnPremise Product,Closed Lost,,75171823956035200000,32000,,32000,32000
10/4/16,3/29/16,0,North America,Direct - OnPremise Product,Closed Lost,,67512641090130600000,32000,,32000,32000
8/26/16,3/30/16,0,North America,Direct - OnPremise Product,Closed Lost,,77896819976435500000,22000,,22000,22000
12/30/16,5/25/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,57884394627674200000,16940,15180,66000,50820
8/18/16,5/25/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,68059337220422600000,24500,73500,147000,73500
9/29/16,5/25/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,71320459687852100000,57277,112500,225000,112500
7/18/16,6/2/16,0,North America,Direct - OnPremise Product,Closed Lost,,63771536368409500000,32000,,32000,32000
10/4/16,6/3/16,0,North America,Partner - OnPremise Product,Closed Lost,,40823847363828200000,46200,,46200,46200
10/4/16,6/3/16,0,North America,Direct - OnPremise Product,Closed Lost,,97993044958287100000,22000,,22000,22000
7/18/16,6/3/16,0,North America,Partner - OnPremise Product,Closed Lost,,14486607019634900000,22000,,22000,22000
10/12/16,3/31/16,0,North America,Direct - OnPremise Product,Closed Lost,,49799584145099800000,22000,,22000,22000
4/14/16,4/5/16,0,North America,Direct - OnPremise Product,Closed Lost,,33047684186158000000,22000,,22000,22000
10/17/16,4/6/16,0,North America,Direct - OnPremise Product,Closed Lost,,11797930214938100000,32000,,32000,32000
1/19/17,4/8/16,0,North America,Direct - OnPremise Product,Closed Lost,,28936141422112300000,44000,,44000,44000
10/12/16,4/8/16,0,North America,Direct - OnPremise Product,Closed Lost,,48520543567438400000,22000,,22000,22000
5/27/16,4/8/16,0,North America,Direct - OnPremise Product,Closed Lost,,88728669919781800000,22000,,22000,22000
10/12/16,4/14/16,0,North America,Direct - OnPremise Product,Closed Lost,,56758751201000000000,44000,,44000,44000
4/15/16,4/14/16,0,North America,Direct - OnPremise Product,Closed Lost,,90963222864179200000,66000,,66000,66000
10/12/16,4/14/16,0,North America,Direct - OnPremise Product,Closed Lost,,94080295300852600000,49000,,49000,49000
5/19/16,4/18/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,96853508096512800000,17733,12800,66000,53200
2/7/17,4/20/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,87022179157458300000,44000,,44000,44000
5/6/16,4/22/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,10895365592712000000,18700,6600,44000,37400
6/7/16,4/25/16,0,North America,Partner - OnPremise Product,Closed Lost,,50629446044355700000,22000,,22000,22000
4/5/17,4/28/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,21110407544230700000,49000,,49000,49000
5/19/16,4/29/16,0,North America,Direct - OnPremise Product,Closed Lost,,42461583583334000000,22000,,22000,22000
6/8/16,5/4/16,1,North America,Direct - OnPremise Product,Closed Won - Not Paid,3 Years,48281161804574400000,22540,79380,147000,67620
7/12/16,5/5/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,4 Years,62548690132363800000,14300,30800,88000,57200
10/4/16,5/10/16,0,North America,Partner - Cloud Product,Closed Lost,,25619032611402700000,,,50000,50000
3/17/17,5/10/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,29692555563374600000,22000,,22000,22000
4/10/17,5/11/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,42226041854874800000,22000,,22000,22000
7/22/16,5/12/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,5 Years,66002647508222900000,20800,56000,160000,104000
7/19/16,5/12/16,0,North America,Direct - OnPremise Product,Closed Lost,,41625678358366700000,44000,,44000,44000
1/27/17,5/13/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,70624697687226700000,27327,26400,66000,39600
10/17/16,8/29/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,78676362656491400000,22400,28800,96000,67200
12/28/16,8/30/16,0,North America,Direct - OnPremise Product,Closed Lost,,88535530848945200000,22000,,22000,22000
9/28/16,8/30/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,62373391975375300000,19800,6600,66000,59400
1/19/17,9/1/16,0,North America,Direct - OnPremise Product,Closed Lost,,57843624731312700000,56100,9900,66000,56100
10/4/16,9/1/16,0,North America,Direct - OnPremise Product,Closed Lost,,28042299500513900000,22000,,22000,22000
1/18/17,9/1/16,0,North America,Partner - OnPremise Product,Closed Lost,,39234219664275800000,32000,,32000,32000
4/5/17,9/1/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,73218527919480100000,32000,,32000,32000
10/4/16,9/6/16,0,North America,Partner - OnPremise Product,Closed Lost,,77633906550753500000,67200,28800,96000,67200
3/27/17,9/7/16,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,92799595606654000000,17600,13200,66000,52800
4/5/17,9/13/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,36372620601211200000,49000,,49000,49000
4/5/17,9/14/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,42266858644849800000,49000,,49000,49000
9/26/16,9/14/16,0,North America,Direct - OnPremise Product,Closed Lost,,86551317250063300000,22000,,22000,22000
10/12/16,6/14/16,0,North America,Direct - OnPremise Product,Closed Lost,,36673473708410400000,22000,,22000,22000
12/30/16,6/20/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,5 Years,13677081560817200000,28420,102900,245000,142100
7/5/17,6/20/16,1,North America,Direct - OnPremise Product,Closed Lost,Annual,25590782645716100000,22000,,22000,22000
6/28/16,6/21/16,1,North America,Direct - Cloud Product,Closed Won - Not Paid,2 Years,79306790912164500000,41961,19200,64000,44800
10/4/16,6/21/16,0,North America,Direct - OnPremise Product,Closed Lost,,71865342028504300000,22000,,22000,22000
6/30/16,6/22/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,5 Years,25778928045920500000,14300,38500,110000,71500
3/27/17,6/22/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,67864150868660500000,32000,,32000,32000
6/30/16,6/22/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,16710576802743600000,15400,19800,66000,46200
8/5/16,6/22/16,1,North America,Partner - Cloud Product,Closed Lost,Annual,11130621748583800000,183688,,49422,49422
6/30/16,6/28/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,11703536505240900000,29400,58800,147000,88200
10/4/16,6/29/16,0,North America,Partner - Cloud Product,Closed Lost,,99134432585434000000,,,22000,22000
7/1/16,6/30/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,81848738994815600000,17600,4400,22000,17600
10/4/16,7/8/16,0,North America,Partner - OnPremise Product,Closed Lost,,10938861493223100000,22000,,22000,22000
7/18/16,7/8/16,0,North America,Direct - OnPremise Product,Closed Lost,,29857970169654200000,22000,,22000,22000
7/28/16,7/11/16,0,North America,Direct - OnPremise Product,Closed Lost,,68729439019932400000,32000,,32000,32000
10/28/16,7/13/16,0,North America,Direct - OnPremise Product,Closed Lost,,49256383695558000000,22000,,22000,22000
8/10/16,7/14/16,0,North America,Direct - OnPremise Product,Closed Lost,,33401391662750800000,49500,,49500,49500
6/21/17,7/20/16,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,3 Years,91039105894408200000,25600,19200,96000,76800
12/21/16,7/28/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,11067408308274200000,36694,33600,96000,62400
11/14/16,7/28/16,0,North America,Partner - Cloud Product,Closed Lost,,97543132777694100000,110082,33600,96000,62400
10/20/16,8/1/16,0,North America,Direct - Cloud Product,Closed Lost,,76136768265338500000,,,49000,49000
8/11/16,8/1/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,38585719628395600000,18700,6600,44000,37400
8/17/16,8/4/16,0,North America,Direct - OnPremise Product,Closed Lost,,30551370842856000000,22000,,22000,22000
12/20/16,8/8/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,75229555530416200000,16500,16500,66000,49500
11/29/16,8/12/16,0,North America,Direct - OnPremise Product,Closed Lost,,22268048992191600000,22000,,22000,22000
2/10/17,8/18/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,57557256641716100000,22000,,22000,22000
12/22/16,8/22/16,0,North America,Direct - OnPremise Product,Closed Lost,,83768551857739200000,49000,,49000,49000
7/28/17,8/25/16,1,North America,Partner - Cloud Product,Closed Lost,3 Years,30358805639317300000,44000,19200,96000,76800
9/9/16,8/25/16,0,North America,Partner - Cloud Product,Closed Lost,,54519251769825800000,,,32000,32000
11/4/16,8/25/16,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,3 Years,85604104853334700000,18700,9900,66000,56100
12/12/16,8/26/16,0,North America,Direct - OnPremise Product,Closed Lost,,60807231544424900000,22000,,22000,22000
7/5/17,9/22/16,1,North America,Partner - OnPremise Product,Closed Lost,Annual,93458246009955100000,49000,,49000,49000
7/5/17,9/22/16,1,North America,Partner - OnPremise Product,Closed Lost,Annual,64419137750842700000,22000,,22000,22000
10/20/16,10/4/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,5 Years,71186517561459100000,25600,32000,160000,128000
3/14/17,10/4/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,23961860054868800000,23374,36300,66000,29700
12/9/16,10/12/16,0,North America,Direct - OnPremise Product,Closed Lost,,20714142974272600000,32000,,32000,32000
1/4/17,10/13/16,0,North America,Partner - OnPremise Product,Closed Lost,,61173709841610200000,22000,,22000,22000
5/1/17,10/17/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,94203392925174100000,32000,,32000,32000
11/7/16,10/19/16,1,North America,Direct - OnPremise Product,Closed Won - Not Paid,3 Years,98191617733566500000,18700,9900,66000,56100
12/6/16,10/21/16,0,North America,Direct - OnPremise Product,Closed Lost,,29988376955423000000,22000,,22000,22000
1/23/17,10/25/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,30472308094501900000,22000,,22000,22000
12/20/16,10/26/16,0,North America,Direct - OnPremise Product,Closed Lost,,53051989178565900000,49500,16500,66000,49500
1/17/17,10/28/16,0,North America,Direct - OnPremise Product,Closed Lost,,67822131253915400000,72000,24000,96000,72000
7/28/17,11/2/16,1,North America,Direct - OnPremise Product,Closed Lost,Annual,25117872583102000000,32000,,32000,32000
8/28/17,5/11/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,44931108746205100000,22000,,22000,22000
5/31/17,5/18/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,63702087524829500000,22000,,22000,22000
6/29/17,5/23/17,1,North America,Partner - Cloud Product,Closed Won - Not Paid,3 Years,85028756549970300000,34705,11880,66000,54120
8/10/17,5/25/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,82863151712535000000,34030,11220,66000,54780
8/21/17,6/8/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,87221620520810600000,57205,15435,102900,87465
8/3/17,6/12/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,39260280252307300000,44000,19200,96000,76800
6/29/17,6/13/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,18413227246362000000,73950,22050,147000,124950
9/6/17,6/13/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,83863017268899600000,22000,,22000,22000
4/12/17,2/21/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,37222991578679100000,48068,73500,147000,73500
5/1/17,2/23/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,79281175535676900000,22000,,22000,22000
6/2/17,2/27/17,1,North America,Partner - Cloud Product,Closed Won - Paid,2 Years,58171017004651600000,55956,18112,64000,45888
3/27/17,2/27/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,81698445631641800000,22000,,22000,22000
4/18/17,2/28/17,1,North America,Partner - Cloud Product,Closed Won - Paid,Annual,95840071550271600000,30779,5485,22000,16515
3/3/17,3/3/17,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,15229348745007200000,19800,6600,66000,59400
6/22/17,3/7/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,28594036595280500000,31160,15840,66000,50160
3/27/17,3/9/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,22963670763625300000,24000,24000,96000,72000
4/25/17,3/10/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,61514369368430000000,49000,,49000,49000
3/27/17,3/21/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,19816685712804700000,22000,,22000,22000
5/2/17,3/24/17,1,North America,Partner - Cloud Product,Closed Won - Not Paid,3 Years,95943577156289000000,32751,13279,66000,52721
8/18/17,4/6/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,43645402192768200000,26400,49920,96000,46080
6/13/17,4/11/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,59262112350720400000,32800,13200,66000,52800
5/18/17,4/17/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,53144282023035900000,49000,,49000,49000
7/6/17,5/2/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,81394826189265600000,49000,,49000,49000
8/15/17,6/14/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,69210983441201900000,18700,9900,66000,56100
8/24/17,6/14/17,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,3 Years,44056240826839300000,18700,9900,66000,56100
6/23/17,6/16/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,89980291353341200000,22000,,22000,22000
6/30/17,6/28/17,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,12374736468547500000,22400,28800,96000,67200
8/3/17,6/28/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,34309752255245200000,33620,11880,66000,54120
7/26/17,6/29/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,19784388240758200000,19800,6600,66000,59400
8/18/17,7/27/17,1,North America,Direct - OnPremise Product,Closed Lost,,79228376201312300000,22000,,22000,22000
8/23/17,8/23/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,50949004829701000000,18000,8000,44000,36000
9/5/17,8/25/17,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,57734767592317200000,19800,6600,66000,59400
4/5/16,9/30/15,0,North America,Direct - OnPremise Product,Closed Lost,,70771302500899600000,22000,,22000,22000
6/6/17,5/25/17,1,North America,Direct - OnPremise Product,Closed Lost,,88899322281303400000,16500,5500,22000,16500
6/26/17,2/22/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,27376661101525400000,47600,28800,96000,67200
5/10/17,2/23/17,1,North America,Direct - OnPremise Product,Closed Lost,3 Years,44437303175554700000,25333,20000,96000,76000
5/19/17,2/28/17,1,North America,Direct - OnPremise Product,Closed Lost,,10635156831678600000,22000,,22000,22000
4/28/17,2/28/17,0,North America,Direct - OnPremise Product,Closed Lost,3 Years,28134676385705500000,7333,,22000,22000
3/28/17,2/28/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,83127588254410000000,31951,45120,96000,50880
3/17/17,3/1/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,79416937355042000000,16500,5500,22000,16500
7/10/17,3/3/17,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,24853571707663000000,16500,16500,66000,49500
3/30/17,3/6/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,23820629543817600000,28683,23100,66000,42900
3/17/17,3/6/17,1,North America,Direct - Cloud Product,Closed Won - Paid,3 Years,26572766975528600000,21008,44040,66000,21960
3/31/17,3/7/17,1,North America,Partner - OnPremise Product,Closed Lost,,40515523178824000000,32000,,32000,32000
3/30/17,3/8/17,1,North America,Direct - Cloud Product,Closed Won - Paid,Annual,31475041880920500000,36016,1750,22000,20250
4/28/17,3/8/17,1,North America,Partner - OnPremise Product,Closed Lost,,70096585281263500000,32000,,32000,32000
8/28/17,3/13/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,85958967043032400000,32000,,32000,32000
8/28/17,3/16/17,1,North America,Partner - Cloud Product,Closed Won - Not Paid,3 Years,81358388194929500000,34497,10468,66000,55532
7/24/17,3/17/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,86741750402074900000,60000,       ,180000,180000
4/13/17,3/27/17,1,North America,Partner - Cloud Product,Closed Lost,Annual,89907610128243700000,30000,,20000,20000
4/10/17,4/7/17,1,North America,Partner - Cloud Product,Closed Lost,,47423587038303400000,32000,,32000,32000
5/9/17,4/11/17,1,North America,Direct - OnPremise Product,Closed Lost,,66586771585506400000,30000,2000,32000,30000
6/14/17,4/19/17,1,North America,Direct - OnPremise Product,Closed Lost,,16539039652059100000,22000,,22000,22000
8/10/17,4/19/17,1,North America,Partner - OnPremise Product,Closed Lost,,40000072703251000000,30000,,30000,30000
7/20/17,4/23/17,1,North America,Partner - OnPremise Product,Closed Lost,,20833738042389600000,22000,,22000,22000
5/11/17,4/25/17,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,32009502964104100000,32000,,96000,96000
6/20/17,5/1/17,1,North America,Direct - OnPremise Product,Closed Lost,,63089404425481700000,49000,,49000,49000
7/18/17,5/3/17,1,North America,Partner - OnPremise Product,Closed Lost,,63780409530644800000,22000,,22000,22000
9/5/17,6/14/17,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,2 Years,10851488199867100000,22000,       ,44000,44000
2/28/17,11/7/16,0,North America,Partner - Cloud Product,Closed Lost,Annual,93745965875353600000,       ,,22000,22000
2/6/17,11/7/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,33494338497678600000,22000,,22000,22000
2/28/17,11/9/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,84762736746342400000,19000,3000,22000,19000
2/15/17,11/11/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,59480989922727600000,38000,11000,49000,38000
2/28/17,11/14/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,37321739133245700000,32000,,32000,32000
12/23/16,11/16/16,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,90279656771574200000,17600,13200,66000,52800
1/27/17,11/18/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,96768348268791300000,20020,1980,22000,20020
12/9/16,11/18/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,76020303008544800000,22080,29760,96000,66240
5/30/17,11/21/16,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,66657869494283200000,22400,28800,96000,67200
3/6/17,11/22/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,28503109175514800000,50604,50742,147000,96258
4/20/17,12/1/16,1,North America,Partner - OnPremise Product,Closed Lost,Annual,48341581820794800000,24000,8000,32000,24000
5/19/17,12/7/16,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,71430201537378900000,23667,25000,96000,71000
3/31/17,12/7/16,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,23672211548187900000,25600,19200,96000,76800
12/20/16,12/13/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,62978964766435000000,16500,16500,66000,49500
12/20/16,12/13/16,0,North America,Partner - OnPremise Product,Closed Lost,,67527730788830200000,22000,,22000,22000
4/18/17,12/19/16,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,19532625473664600000,16500,16500,66000,49500
12/28/16,12/21/16,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,30877433986865300000,19200,38400,96000,57600
2/13/17,1/4/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,76141106277327000000,22000,,22000,22000
1/19/17,1/9/17,0,North America,Partner - OnPremise Product,Closed Lost,Annual,15881101580272300000,25000,7000,32000,25000
7/31/17,1/18/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,98334649821072200000,54100,29789,96000,66211
6/15/17,1/24/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,81753686793045800000,32000,,32000,32000
2/7/17,1/26/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,78439155394302500000,39200,9800,49000,39200
4/10/17,1/26/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,27381702046765900000,28000,4000,32000,28000
6/5/17,1/30/17,1,North America,Direct - OnPremise Product,Closed Lost,,92787837445665200000,22000,,22000,22000
6/2/17,2/8/17,1,North America,Partner - OnPremise Product,Closed Lost,,55055753593878500000,22000,,22000,22000
3/22/17,2/16/17,1,North America,Partner - Cloud Product,Closed Won - Paid,5 Years,34390891015028100000,36694,56000,160000,104000
4/10/17,2/16/17,0,North America,Partner - OnPremise Product,Closed Lost,,89054839119837500000,       ,,       ,       
7/28/16,8/18/15,0,North America,Partner - OnPremise Product,Closed Lost,,60551362012214500000,22000,,22000,22000
8/3/16,8/6/15,0,North America,Partner - OnPremise Product,Closed Lost,,60259925870257400000,22000,,22000,22000
8/3/16,11/10/15,0,North America,Partner - OnPremise Product,Closed Lost,,64073894233766500000,22000,,22000,22000
3/27/17,10/21/15,0,North America,Partner - OnPremise Product,Closed Lost,Annual,16162145330175500000,22000,,22000,22000
4/18/17,1/28/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,35625042420755000000,100900,46100,147000,100900
8/10/16,2/8/16,0,North America,Partner - OnPremise Product,Closed Lost,,11700801861586300000,22000,,22000,22000
7/28/16,2/4/16,0,North America,Partner - OnPremise Product,Closed Lost,,85505857578456500000,22000,,22000,22000
8/8/16,2/22/16,0,North America,Partner - OnPremise Product,Closed Lost,,58967914936501700000,22000,,22000,22000
7/28/16,2/25/16,0,North America,Partner - OnPremise Product,Closed Lost,,79429192157718800000,49000,,49000,49000
8/8/16,3/14/16,0,North America,Partner - OnPremise Product,Closed Lost,,39167886569835300000,22000,,22000,22000
12/15/16,3/24/16,0,North America,Partner - OnPremise Product,Closed Lost,,74556834860709100000,55000,11000,66000,55000
11/2/16,3/28/16,0,North America,Partner - OnPremise Product,Closed Lost,,69611943452579400000,22000,,22000,22000
7/28/16,5/19/16,0,North America,Direct - OnPremise Product,Closed Lost,,15720025756249500000,22000,,22000,22000
4/12/17,5/24/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,89948532793450500000,49000,,49000,49000
9/13/16,4/5/16,0,North America,Partner - OnPremise Product,Closed Lost,,98285295713353600000,22000,,22000,22000
7/28/16,4/9/16,0,North America,Partner - OnPremise Product,Closed Lost,,47396894971336700000,32000,,32000,32000
8/1/16,4/21/16,0,North America,Partner - OnPremise Product,Closed Lost,,73297887990198300000,32000,,32000,32000
7/28/16,4/29/16,0,North America,Partner - OnPremise Product,Closed Lost,,69035307496783400000,22000,,22000,22000
7/28/16,4/29/16,0,North America,Partner - OnPremise Product,Closed Lost,,17994068403617700000,22000,,22000,22000
7/28/16,5/9/16,0,North America,Partner - OnPremise Product,Closed Lost,,42408655553016000000,22000,,22000,22000
7/28/16,5/12/16,0,North America,Direct - OnPremise Product,Closed Lost,,75765400694469500000,32000,,32000,32000
8/9/16,5/17/16,0,North America,Partner - OnPremise Product,Closed Lost,,83171542868586100000,22000,,22000,22000
3/27/17,8/29/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,29299209019547700000,22000,,22000,22000
10/12/16,9/9/16,0,North America,Partner - OnPremise Product,Closed Lost,,20215633943497700000,32000,,32000,32000
10/7/16,9/21/16,0,North America,Direct - OnPremise Product,Closed Lost,,98067793112613400000,22000,,22000,22000
3/15/17,9/21/16,0,North America,Partner - Cloud Product,Closed Lost,Annual,24633903238796400000,       ,46100,147000,100900
