Close Date,Created Date,New Logo,Compagnie Region,Type,Stage,Billing Plan,Opportunity ID (18 Digit), ACV , Discount Amount , Amount , Net Amount 
12/31/15,11/30/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,44850994214369300000,31680,9504,41184,31680
1/4/16,12/29/15,0,North America,Partner - OnPremise Product,Closed Lost,Annual,47171574786399200000,-1901,1901,       ,-1901
12/31/15,11/12/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,80719711367833200000,17900,5370,23270,17900
12/31/15,10/7/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,36308547873355900000,24993,,74980,74980
12/31/15,12/28/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,84982742174760500000,15215,16110,46540,30430
12/28/15,12/28/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,44963484013453600000,42732,2728,45460,42732
2/18/16,9/14/15,0,North America,Partner - OnPremise Product,Closed Lost,,68644954538419500000,       ,,       ,       
1/7/16,8/12/15,0,North America,Partner - OnPremise Product,Closed Lost,,68252314051826500000,       ,,       ,       
12/14/15,11/16/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,24757199861432300000,14678,9666,53700,44034
2/4/16,9/22/15,0,North America,Partner - OnPremise Product,Closed Lost,,63588480501797000000,       ,,       ,       
1/29/16,10/13/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,37627973896967200000,16500,16500,66000,49500
3/24/16,12/17/15,0,North America,Direct - OnPremise Product,Closed Lost,,91062963306268600000,       ,,       ,       
2/1/16,10/1/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,51076297015394500000,18040,7920,44000,36080
12/14/15,10/15/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,18287473342207700000,17900,,17900,17900
3/10/16,10/28/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,71234611960256800000,22000,,22000,22000
3/22/16,10/16/15,0,North America,Partner - OnPremise Product,Closed Lost,,89546899156564100000,       ,,       ,       
1/19/16,12/3/15,0,North America,Direct - OnPremise Product,Closed Lost,,30158739915659600000,       ,,       ,       
3/25/16,12/16/15,0,North America,Partner - OnPremise Product,Closed Lost,,46128969345385900000,       ,,       ,       
3/22/16,1/14/16,0,North America,Partner - OnPremise Product,Closed Lost,,40934947753211500000,       ,,       ,       
3/31/16,1/6/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,40396788690034000000,18000,12000,66000,54000
4/14/16,12/14/15,0,North America,Partner - OnPremise Product,Closed Lost,,46469074560049100000,       ,,       ,       
2/12/16,12/9/15,0,North America,Partner - OnPremise Product,Closed Lost,,20168549876586700000,       ,,       ,       
11/19/15,11/19/15,0,North America,Partner - OnPremise Product,Closed Lost,Annual,54392783812226400000,17900,,17900,17900
2/23/16,1/12/16,0,North America,Partner - OnPremise Product,Closed Lost,,13734631249934600000,       ,,       ,       
1/26/16,12/8/15,0,North America,Partner - OnPremise Product,Closed Lost,,24911200507507400000,       ,,       ,       
1/19/16,12/10/15,0,North America,Partner - OnPremise Product,Closed Lost,,87836591738147100000,       ,,       ,       
1/28/16,11/3/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,40137673995931200000,19140,5720,44000,38280
4/22/16,12/7/15,0,North America,Direct - OnPremise Product,Closed Lost,,74426367632340300000,       ,,       ,       
1/26/16,1/19/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,31294101279483900000,22000,10000,32000,22000
2/23/16,1/26/16,0,North America,Partner - OnPremise Product,Closed Lost,,46569611410256200000,       ,,       ,       
3/23/16,2/8/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,70940592986184800000,16500,16500,66000,49500
2/23/16,2/8/16,0,North America,Partner - OnPremise Product,Closed Lost,,52665059014190700000,       ,,       ,       
4/5/16,1/22/16,0,North America,Partner - OnPremise Product,Closed Lost,,62560535958790700000,       ,,       ,       
3/21/16,2/10/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,78591343351965600000,22400,28800,96000,67200
3/30/16,2/3/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,97155022188786100000,15400,19800,66000,46200
4/15/16,2/9/16,0,North America,Partner - OnPremise Product,Closed Lost,,87392206778741800000,       ,,       ,       
4/6/16,1/26/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,97564729290797600000,18700,9900,66000,56100
4/20/16,1/21/16,0,North America,Partner - OnPremise Product,Closed Lost,,14779047609529800000,       ,,       ,       
3/29/16,2/16/16,0,North America,Direct - OnPremise Product,Closed Lost,,68209630924368600000,       ,,       ,       
4/26/16,2/16/16,0,North America,Partner - OnPremise Product,Closed Lost,,63002530819636400000,       ,,       ,       
3/31/16,2/16/16,0,North America,Partner - OnPremise Product,Closed Lost,,54425002626422400000,       ,,       ,       
5/12/16,2/17/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,75007623703367500000,31850,51450,147000,95550
6/30/16,2/23/16,0,North America,Partner - OnPremise Product,Closed Lost,,14696619824349800000,       ,,       ,       
3/24/16,3/3/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,53381466817673200000,22400,28800,96000,67200
3/31/16,3/4/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,83217870166469500000,18000,4000,22000,18000
3/17/16,3/4/16,0,North America,Partner - OnPremise Product,Closed Lost,,63816133569345100000,       ,,       ,       
3/31/16,3/15/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,93301315675806500000,15426,33574,49000,15426
4/25/16,3/16/16,0,North America,Partner - OnPremise Product,Closed Lost,,99411853568559100000,       ,,       ,       
3/31/16,3/25/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,34219783288001100000,32000,,32000,32000
3/31/16,3/29/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,65531756696670200000,16632,24420,74316,49896
4/21/16,3/30/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,35690383136793700000,17600,13200,66000,52800
4/25/16,4/7/16,0,North America,Partner - OnPremise Product,Closed Lost,,98872298640475700000,       ,,       ,       
4/27/16,4/19/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,34572932481855900000,22000,,22000,22000
5/16/16,4/19/16,0,North America,Partner - OnPremise Product,Closed Lost,,68496374283118700000,       ,,       ,       
5/17/16,4/20/16,0,North America,Partner - OnPremise Product,Closed Lost,,89958042465706800000,       ,,       ,       
5/12/16,4/20/16,0,North America,Direct - OnPremise Product,Closed Lost,,90603276340087600000,       ,,       ,       
5/26/16,5/2/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,13259314708095200000,14300,23100,66000,42900
5/6/16,5/4/16,0,North America,Direct - OnPremise Product,Closed Lost,,71110528410741700000,       ,,       ,       
5/26/16,5/11/16,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,2 Years,41452999343599100000,15000,14000,44000,30000
6/9/16,5/13/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,18928544329219800000,15840,18480,66000,47520
3/31/17,12/28/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,26865721034515000000,114496,29250,225000,195750
6/6/17,1/13/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,30400160386988900000,75000,,75000,75000
5/17/17,1/23/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,34601065383584600000,49000,,49000,49000
5/17/17,2/6/17,1,North America,Direct - OnPremise Product,Closed Lost,3 Years,96966210258297300000,39200,29400,147000,117600
4/13/17,2/9/17,0,North America,Partner - OnPremise Product,Closed Lost,Annual,42656793770231000000,40000,,40000,40000
5/22/17,2/10/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,12973890457536000000,32000,,32000,32000
4/10/17,2/16/17,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,17429055881113900000,28800,3200,32000,28800
5/3/17,6/22/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,47645691342692600000,22000,,22000,22000
8/8/17,5/10/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,50113057689781000000,62200,       ,96000,96000
8/15/17,5/11/17,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,Annual,18712501706025600000,75000,,75000,75000
7/27/17,5/31/17,1,North America,Partner - Cloud Product,Closed Lost,Annual,46284605064861100000,41000,       ,22000,22000
8/24/17,6/1/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,77326695475496600000,62200,       ,96000,96000
6/28/17,6/12/17,1,North America,Partner - Cloud Product,Closed Won - Not Paid,3 Years,73413040043991000000,44100,6600,66000,59400
9/7/17,2/23/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,66798403423852200000,75000,,75000,75000
4/11/17,3/16/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,53150014132446400000,75000,,75000,75000
6/12/17,3/21/17,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Years,65078064155682500000,34300,,102900,102900
8/31/17,4/6/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,47366987330968200000,74500,       ,102900,102900
6/23/17,4/11/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,43792813560949200000,419000,       ,750000,750000
5/19/17,4/17/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,89171264059491000000,35000,,35000,35000
5/25/17,4/24/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,40406952670626400000,75000,,75000,75000
8/31/17,6/23/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,97705505502752900000,229700,       ,262500,262500
8/23/17,6/26/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,25887442767771700000,118700,       ,169500,169500
8/9/17,7/11/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,70390166421589700000,43000,       ,66000,66000
9/5/17,8/7/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,89833665231491900000,41000,       ,66000,66000
1/4/16,11/23/15,1,North America,Direct - OnPremise Product,Closed Won - Paid,3 Months,38545223348245700000,4475,,4475,4475
1/23/17,1/4/17,0,North America,Direct - Cloud Product,Closed Lost,,79849999644372600000,,,       ,       
4/7/16,3/3/16,0,North America,Partner - OnPremise Product,Closed Lost,,12638160015085700000,75000,,75000,75000
7/28/17,5/5/17,1,North America,Partner - Cloud Product,Closed - Lost,,99620217793209300000,24000,       ,24000,24000
7/5/17,5/25/17,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,23026059624578800000,28800,9600,96000,86400
8/16/17,6/2/17,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,3 Years,16022310653570100000,23360,25920,96000,70080
8/14/17,6/5/17,1,North America,Direct - OnPremise Product,Closed Lost,3 Years,77761613582473200000,19800,6600,66000,59400
7/17/17,2/24/17,1,North America,Partner - OnPremise Product,Closed Lost,,89531490864613700000,32000,,32000,32000
7/17/17,3/16/17,1,North America,Direct - OnPremise Product,Closed Lost,3 Years,44435361686326500000,19800,6600,66000,59400
3/29/17,3/21/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,55275274810925300000,28800,9600,96000,86400
3/30/17,3/22/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,31750214388290700000,17820,12540,66000,53460
6/9/17,4/12/17,1,North America,Partner - Cloud Product,Closed Won - Not Paid,3 Years,13044167630072600000,51200,19200,96000,76800
7/17/17,4/13/17,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,11432565033667700000,19800,6600,66000,59400
6/2/17,4/18/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,80494897479179500000,41000,       ,66000,66000
8/24/17,4/25/17,1,North America,Direct - OnPremise Product,Closed Lost,3 Years,51842653877269100000,14700,4900,49000,44100
5/12/17,4/25/17,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,3 Years,81832333305344400000,19800,6600,66000,59400
7/17/17,5/4/17,1,North America,Partner - OnPremise Product,Closed Lost,2 Years,34714873765344500000,19800,4400,44000,39600
8/14/17,6/15/17,1,North America,Partner - OnPremise Product,Closed Lost,3 Years,87356681952760300000,6600,2200,22000,19800
8/2/17,8/2/17,1,North America,Direct - Cloud Product,Closed Won - Not Paid,3 Years,93517884116289400000,46750,14400,96000,81600
3/31/17,11/4/16,1,North America,Partner - Cloud Product,Closed Won - Paid,Annual,41700680038209500000,62988,42270,66000,23730
7/17/17,11/7/16,1,North America,Partner - Cloud Product,Closed Lost,3 Years,65762641683691100000,73950,22050,147000,124950
12/22/16,11/8/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,87996318137678000000,16500,16500,66000,49500
12/27/16,11/17/16,0,North America,Partner - OnPremise Product,Closed Lost,,28133755841706300000,40000,,40000,40000
12/2/16,11/17/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,64557664538426800000,23040,26880,96000,69120
12/8/16,11/29/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,74294678315812000000,16500,16500,66000,49500
12/13/16,11/30/16,0,North America,Partner - OnPremise Product,Closed Lost,,96951358084529400000,50000,,50000,50000
7/17/17,12/2/16,1,North America,Partner - Cloud Product,Closed Lost,3 Years,33903959824429200000,10667,       ,32000,32000
12/15/16,12/5/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,56839269342887900000,17600,13200,66000,52800
3/17/17,12/6/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,55667492321606700000,35462,6600,66000,59400
1/19/17,12/7/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,18692457277167500000,22000,       ,22000,22000
12/27/16,12/8/16,0,North America,Partner - OnPremise Product,Closed Lost,,28715256432485800000,50000,,50000,50000
1/19/17,12/13/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,46961138491615100000,22000,       ,22000,22000
7/19/17,12/14/16,1,North America,Partner - OnPremise Product,Closed Lost,Annual,35428307552624700000,50000,,50000,50000
1/19/17,12/15/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,41949752808243400000,22000,       ,22000,22000
1/19/17,12/15/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,20580476535662400000,22000,,22000,22000
2/2/17,12/19/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,19499111130917000000,18700,3300,22000,18700
1/19/17,12/20/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,11213126420671900000,22000,       ,22000,22000
1/24/17,12/21/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,25807949008410800000,22000,,22000,22000
1/19/17,12/22/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,76582573450202600000,32000,,32000,32000
5/4/17,12/22/16,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,81788647865711600000,22000,,66000,66000
7/17/17,1/10/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,76587594676126800000,32000,       ,32000,32000
3/23/17,1/17/17,1,North America,Partner - Cloud Product,Closed Won - Paid,4 Years,17632773676347200000,43473,32000,137200,105200
4/5/17,1/27/17,0,North America,Partner - OnPremise Product,Closed Lost,Annual,37661757967277400000,22000,       ,22000,22000
2/6/17,2/1/17,1,North America,Partner - Cloud Product,Closed Lost,3 Years,59579932497579400000,35462,6600,66000,59400
7/17/17,2/2/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,24075843318247400000,22000,       ,22000,22000
7/17/17,2/8/17,1,North America,Partner - OnPremise Product,Closed Lost,,97159983178855700000,32000,,32000,32000
9/30/16,3/21/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,96533232859905200000,18700,9900,66000,56100
2/1/17,3/21/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,18344582358195200000,66000,,66000,66000
5/19/16,5/19/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,20416629173287200000,16060,5940,22000,16060
11/14/16,5/20/16,0,North America,Direct - OnPremise Product,Closed Lost,,33922765806058600000,40000,,40000,40000
11/14/16,5/20/16,0,North America,Direct - OnPremise Product,Closed Lost,,88754146335516500000,40000,,40000,40000
11/14/16,5/21/16,0,North America,Direct - OnPremise Product,Closed Lost,3 Years,54055264945949000000,18560,40320,96000,55680
11/14/16,5/23/16,0,North America,Direct - OnPremise Product,Closed Lost,,46088915607834000000,50000,,50000,50000
7/5/16,6/2/16,0,North America,Direct - OnPremise Product,Closed Lost,,52318082815493800000,50000,,50000,50000
6/17/16,6/9/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,83306491447786200000,51241,51450,147000,95550
11/14/16,6/13/16,0,North America,Partner - OnPremise Product,Closed Lost,,68690127199927600000,52800,13200,66000,52800
7/6/16,4/21/16,0,North America,Direct - OnPremise Product,Closed Lost,,46730108832659200000,40000,,40000,40000
11/14/16,4/26/16,0,North America,Direct - OnPremise Product,Closed Lost,,15606738889036000000,74400,-14400,60000,74400
7/5/16,5/2/16,0,North America,Direct - OnPremise Product,Closed Lost,,91539977850203500000,60000,,60000,60000
5/19/16,5/10/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,4 Years,20189737396139100000,16500,62000,128000,66000
6/22/16,5/10/16,0,North America,Direct - OnPremise Product,Closed Lost,,35092517306239400000,13200,52800,66000,13200
1/4/17,5/13/16,0,North America,Direct - OnPremise Product,Closed Lost,,57549389721931400000,57600,19200,76800,57600
1/19/17,8/29/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,74494196589837100000,22000,       ,22000,22000
1/4/17,9/1/16,0,North America,Partner - OnPremise Product,Closed Lost,,88574656281791300000,40000,,40000,40000
1/4/17,9/7/16,0,North America,Partner - OnPremise Product,Closed Lost,,52338600180501400000,40000,,40000,40000
1/4/17,9/8/16,0,North America,Direct - OnPremise Product,Closed Lost,,97375127400033300000,50000,,50000,50000
1/19/17,9/12/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,61989543901202000000,22000,       ,22000,22000
1/19/17,9/15/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,27042663572771400000,22000,       ,22000,22000
1/4/17,9/15/16,0,North America,Partner - OnPremise Product,Closed Lost,,54043793347607200000,40000,,40000,40000
7/17/17,9/16/16,1,North America,Direct - OnPremise Product,Closed Lost,Annual,15199085317966200000,49000,,49000,49000
8/14/17,9/19/16,1,North America,Direct - OnPremise Product,Closed Lost,Annual,77420075926020100000,32000,,32000,32000
11/14/16,9/19/16,0,North America,Direct - Cloud Product,Closed Lost,,35139899948514500000,,,40000,40000
11/14/16,6/15/16,0,North America,Partner - OnPremise Product,Closed Lost,,25768388145819100000,32000,,32000,32000
2/24/17,6/16/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,42877717836784700000,30852,17820,66000,48180
6/27/16,6/23/16,0,North America,Partner - Cloud Product,Closed Lost,,44071846040992800000,101910,16500,66000,49500
7/25/16,6/23/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,2 Years,54645950755472100000,28800,6400,64000,57600
7/13/16,6/23/16,0,North America,Direct - OnPremise Product,Closed Lost,,34045106541948300000,60000,,60000,60000
6/29/16,6/29/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,96188225275283700000,16500,16500,66000,49500
12/2/16,6/29/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,44164402806190200000,23680,24960,96000,71040
11/14/16,6/29/16,0,North America,Direct - OnPremise Product,Closed Lost,,53396481127871700000,60000,,60000,60000
7/17/17,7/5/16,1,North America,Direct - OnPremise Product,Closed Lost,Annual,77086320525352900000,35200,,35200,35200
1/24/17,7/5/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,25867042009647700000,22000,,22000,22000
8/22/16,7/11/16,0,North America,Direct - Cloud Product,Closed Lost,3 Years,67500836870320500000,38768,6600,66000,59400
1/19/17,7/13/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,18785469508839500000,22000,       ,22000,22000
1/4/17,7/14/16,0,North America,Direct - OnPremise Product,Closed Lost,,23249036765984600000,40000,,40000,40000
8/8/16,7/21/16,0,North America,Direct - OnPremise Product,Closed Lost,,57363838710908900000,60000,,60000,60000
8/25/16,7/27/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,92180709237263800000,22000,,22000,22000
2/21/17,7/28/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,40753192527083200000,17050,14850,66000,51150
1/4/17,7/28/16,0,North America,Direct - OnPremise Product,Closed Lost,,80091320062743800000,117600,,117600,117600
1/4/17,8/1/16,0,North America,Direct - OnPremise Product,Closed Lost,,12091625359290100000,100000,,100000,100000
8/10/16,8/3/16,0,North America,Direct - OnPremise Product,Closed Lost,,84973485078273200000,80000,,80000,80000
1/4/17,8/4/16,0,North America,Partner - OnPremise Product,Closed Lost,,90006106011841100000,50000,,50000,50000
1/4/17,8/12/16,0,North America,Partner - OnPremise Product,Closed Lost,,96608075286296200000,50000,,50000,50000
1/19/17,8/15/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,82410258510400600000,22000,,22000,22000
1/4/17,8/16/16,0,North America,Direct - OnPremise Product,Closed Lost,,88930910489534600000,50000,,50000,50000
9/2/16,8/22/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,24133739494149200000,19140,2860,22000,19140
11/14/16,8/24/16,0,North America,Direct - OnPremise Product,Closed Lost,,99866831134541700000,50000,,50000,50000
1/19/17,9/21/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,57980358621894400000,22000,       ,22000,22000
1/4/17,9/22/16,0,North America,Partner - OnPremise Product,Closed Lost,,73422814613747000000,40000,,40000,40000
1/4/17,9/22/16,0,North America,Direct - OnPremise Product,Closed Lost,,93160743156610700000,40000,,40000,40000
11/14/16,9/27/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,96154693660831300000,20900,1100,22000,20900
1/4/17,9/29/16,0,North America,Direct - OnPremise Product,Closed Lost,,83168004983060000000,48444,17556,66000,48444
1/19/17,10/4/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,29701956547490900000,22000,       ,22000,22000
1/4/17,10/5/16,0,North America,Partner - OnPremise Product,Closed Lost,,65454987779298700000,40000,,40000,40000
1/18/17,10/5/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,80348450856792600000,22000,,22000,22000
11/14/16,10/10/16,0,North America,Partner - OnPremise Product,Closed Lost,,86075216396712500000,50000,,50000,50000
3/3/17,10/21/16,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,93279848713075700000,35754,9900,66000,56100
1/19/17,10/23/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,58208977911942600000,22000,       ,22000,22000
11/18/16,10/23/16,0,North America,Direct - Cloud Product,Closed Lost,3 Years,48250715846565400000,35764,9900,66000,56100
11/23/16,10/26/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,65335329773278400000,24000,24000,96000,72000
12/27/16,10/28/16,0,North America,Partner - OnPremise Product,Closed Lost,,54858930178524000000,80000,,80000,80000
7/28/17,5/17/17,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,31870393117489000000,22000,,22000,22000
7/26/17,5/18/17,1,North America,Direct - Cloud Product,Closed Lost,3 Years,23209898795032300000,41000,       ,66000,66000
8/23/15,8/20/15,0,North America,Partner - OnPremise Product,Closed Lost,,68289905888413600000,17900,,17900,17900
9/3/15,8/25/15,0,North America,Direct - OnPremise Product,Closed Lost,,55223666214576200000,31690,,31690,31690
10/9/15,9/23/15,0,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,58363184245914700000,33407,8715,108936,100221
4/27/16,2/16/16,0,North America,Direct - OnPremise Product,Closed Lost,,96702788640062100000,22000,,22000,22000
7/5/16,1/5/16,0,North America,Partner - OnPremise Product,Closed Lost,,12804342506340400000,40000,,40000,40000
6/27/16,6/13/16,0,North America,Direct - OnPremise Product,Closed Lost,Annual,89889547730442200000,75000,,75000,75000
11/14/16,7/18/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,79060474441688000000,22000,,22000,22000
6/29/17,6/8/17,1,North America,Direct - Cloud Product,Closed Won - Paid,3 Years,69998753115774900000,187750,221250,442500,221250
6/12/17,2/26/17,1,North America,Direct - Cloud Product,Closed Lost,Annual,57129576462658800000,49000,       ,49000,49000
5/31/17,2/27/17,1,North America,Partner - Cloud Product,Closed Won - Paid,3 Years,26477605896926500000,250785,187725,375000,187275
5/30/17,2/27/17,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,99224224183985200000,44590,13230,147000,133770
4/18/17,3/6/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,48853295171809800000,32000,,32000,32000
8/9/17,3/8/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,66512041019555800000,49000,,49000,49000
6/12/17,4/12/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,67837278453439000000,57000,,57000,57000
6/15/17,4/27/17,1,North America,Partner - Cloud Product,Closed Won - Paid,Annual,46778504363656800000,110120,28500,75000,46500
3/27/17,11/8/16,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,16108862975946200000,49000,,147000,147000
2/7/17,12/6/16,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,73165795391223900000,70000,,210000,210000
6/16/17,12/12/16,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,3 Years,77930973037856100000,145000,315000,750000,435000
2/13/17,12/21/16,0,North America,Partner - OnPremise Product,Closed Lost,3 Years,85212421339460400000,75000,,225000,225000
2/23/17,1/11/17,0,North America,Direct - OnPremise Product,Closed Lost,Annual,32864651210391200000,250000,,250000,250000
5/16/17,1/24/17,1,North America,Direct - OnPremise Product,Closed Lost,Annual,53230269311423400000,119000,,119000,119000
5/8/17,2/3/17,1,North America,Partner - OnPremise Product,Closed Lost,Annual,64057684969662800000,62500,,62500,62500
1/29/16,12/4/15,0,North America,Direct - OnPremise Product,Closed Lost,,12051877015784500000,500000,,500000,500000
2/1/16,9/28/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,90808630781272600000,22000,,66000,66000
3/24/16,11/4/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,70586342374292700000,130500,48750,440250,391500
3/31/16,12/11/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,Annual,59550975672962300000,52800,,52800,52800
12/22/16,12/15/15,0,North America,Direct - OnPremise Product,Closed Lost,,58179707244539200000,147000,,147000,147000
3/31/16,12/21/15,1,North America,Partner - OnPremise Product,Closed Won - Paid,3 Years,48288899728196300000,35712,8064,115200,107136
1/14/16,12/23/15,0,North America,Direct - OnPremise Product,Closed Lost,,40163247374919200000,200000,,200000,200000
8/28/17,1/27/16,1,North America,Partner - OnPremise Product,Closed Lost,Annual,33010242444643900000,60000,,60000,60000
3/8/16,2/2/16,0,North America,Direct - OnPremise Product,Closed Lost,,93844006429062500000,100000,,100000,100000
4/9/16,1/29/16,0,North America,Direct - OnPremise Product,Closed Lost,,24693556078376000000,75000,,75000,75000
3/20/16,2/9/16,0,North America,Direct - OnPremise Product,Closed Lost,,22474065473459000000,50000,,50000,50000
8/3/16,1/25/16,0,North America,Partner - Cloud Product,Closed Lost,3 Years,41921602198775900000,,,60000,60000
2/10/16,2/1/16,1,North America,Direct - OnPremise Product,Closed Won - Paid,Annual,54358441830949700000,28800,3200,32000,28800
3/20/16,2/22/16,0,North America,Partner - OnPremise Product,Closed Lost,,59227451628843500000,50000,,50000,50000
4/12/16,2/26/16,0,North America,Partner - OnPremise Product,Closed Lost,Annual,25473162102661500000,32000,,32000,32000
6/24/16,3/8/16,1,North America,Partner - OnPremise Product,Closed Won - Not Paid,4 Years,29243503788276400000,92500,630000,1000000,370000
9/20/16,3/15/16,0,North America,Partner - OnPremise Product,Closed Lost,,83707900956029900000,100000,,100000,100000
